uberon_id	uberon_name	positive_evidence	no_negative_evidence
UBERON:0004783	gall bladder serosa	1	1
UBERON:5111984	pedal digit 6 digitopodial skeleton	0	1
UBERON:0003647	metacarpal bone of digit 3	1	1
UBERON:0002127	inferior olivary complex	1	1
UBERON:0003722	middle cranial fossa	1	1
UBERON:0007185	pericardio-peritoneal canal mesothelium	1	1
UBERON:0007731	interphalangeal joint of manual digit 4	1	1
UBERON:0001184	renal artery	1	1
UBERON:0009501	mesenchyme of fronto-nasal process	1	1
UBERON:0002642	cuneate fasciculus of medulla	1	1
UBERON:0017296	cingulum of incisor tooth	1	1
UBERON:0015225	atrial foramen intermedium	0	1
UBERON:0014738	medial pallium	0	1
UBERON:2001147	tooth 2MD	0	1
UBERON:0011782	feather follicle	0	0
UBERON:0001385	tibialis anterior	1	1
UBERON:0014648	hemisphere part of cerebellar posterior lobe	1	1
UBERON:2000946	hypaxial region somite 16	0	1
UBERON:0005562	thymus primordium	1	1
UBERON:0002044	ventral nucleus of posterior commissure	1	1
UBERON:0009986	lateral epicondyle of femur	1	1
UBERON:0003023	pontine tegmentum	1	1
UBERON:0003254	amniotic ectoderm	1	1
UBERON:2001014	myotome somite 13	0	1
UBERON:0004053	external male genitalia	1	1
UBERON:0001739	laryngeal cartilage	1	1
UBERON:2202280	pectoral fin distal radial cartilage 3	0	0
UBERON:0001664	inferior cerebral vein	1	1
UBERON:0003684	abdominal cavity	1	1
UBERON:2000830	sclerotome somite 14	0	1
UBERON:0008928	sublaminar layers S2 or S3	0	1
UBERON:0004008	cerebellar plate	1	1
UBERON:0012305	marginal cutaneous pouch of ear	0	1
UBERON:0018376	molar 1	1	1
UBERON:2002175	rostral octaval nerve motor nucleus	0	1
UBERON:0029002	matrix compartment of putamen	0	1
UBERON:0013239	future glans penis	0	1
UBERON:0011250	autopod bone	1	1
UBERON:0009910	posterior lateral plate mesoderm	0	1
UBERON:0005117	metanephric distal convoluted tubule	0	1
UBERON:0018401	posterior superior alveolar nerve	1	1
UBERON:0002023	claustrum of brain	1	1
UBERON:0023984	rostral spinocerebellar tract	0	1
UBERON:0005892	mesonephric early distal tubule	0	1
UBERON:0000453	decidua basalis	1	1
UBERON:0002857	first lumbar dorsal root ganglion	1	1
UBERON:0035092	spinalis caudalis muscle	0	0
UBERON:0017637	marginal venous sinus	1	1
UBERON:0012187	frontal artery	1	1
UBERON:0004318	distal phalanx of pedal digit 4	1	1
UBERON:4300123	pre-axial region	0	1
UBERON:3000263	lamina precerebralis	0	1
UBERON:0011078	endolymphatic space	1	1
UBERON:2000285	superficial adductor	0	1
UBERON:2000199	dorsal periventricular hypothalamus	0	1
UBERON:0010907	parafibula	0	1
UBERON:2000052	dorsal actinotrichium	0	0
UBERON:0012079	metapterygial axis	0	1
UBERON:0014465	antorbital fenestra	0	1
UBERON:0000991	gonad	1	1
UBERON:0011644	puboischiofemoralis externus muscle	0	1
UBERON:0001279	portal triad	1	1
UBERON:0014682	tooth whorl	0	1
UBERON:0000325	gastric gland	1	1
UBERON:0024003	hemispheric Lobule VII	0	1
UBERON:0009738	border of sublaminar layers S1 and S2	0	1
UBERON:0004312	distal phalanx of manual digit 3	1	1
UBERON:0004629	thoracic vertebra 4	1	1
UBERON:0003384	skeletal muscle tissue of pharynx	0	1
UBERON:0002573	pontine reticular formation	1	1
UBERON:0005010	mucosa of neck of urinary bladder	1	1
UBERON:0003033	suprageniculate nucleus of thalamus	1	1
UBERON:0018601	lower central incisor tooth	1	1
UBERON:0015111	distal tarsal bone 4 endochondral element	0	1
UBERON:0010011	collection of basal ganglia	1	1
UBERON:0001709	upper jaw region	1	1
UBERON:0012273	periampullary region of duodenum	0	1
UBERON:4200135	puboischiadic bar	0	1
UBERON:2002145	anterior swim bladder bud	0	1
UBERON:0008521	gluteus minimus	1	1
UBERON:2001780	pelvic fin lepidotrichium 5	0	0
UBERON:0008941	pleural ganglion	0	0
UBERON:0010062	pharyngotympanic tube epithelium	1	1
UBERON:3000089	cavum principale	0	1
UBERON:0013067	colorectal mucosa	0	1
UBERON:0028395	calcarine sulcus (dorsal)	0	1
UBERON:0002683	rhinal sulcus	1	1
UBERON:0035445	urogenital diaphragm	0	1
UBERON:0008951	left lung lobe	1	1
UBERON:2000178	caudal peduncle	0	1
UBERON:0011814	non-neurogenic ectodermal placode	1	1
UBERON:2001236	hypobranchial 2 bone	0	1
UBERON:0010744	sacral vertebra pre-cartilage condensation	1	1
UBERON:4100005	second phalanx	0	1
UBERON:2000693	tangential nucleus	0	1
UBERON:0000390	lens nucleus	1	1
UBERON:0001150	body of pancreas	1	1
UBERON:0006953	ejaculatory duct epithelium	0	1
UBERON:0008952	upper lobe of left lung	1	1
UBERON:0010173	sinotubular junction	0	1
UBERON:0007135	neural keel	0	1
UBERON:0011509	sphincter colli profundus muscle	0	1
UBERON:0006204	inguinal ligament	1	1
UBERON:0003829	urethra muscle	1	1
UBERON:0009776	intermediate reticular formation	1	1
UBERON:0008824	duct of epididymis	1	1
UBERON:0015135	primary lactiferous duct	1	1
UBERON:0010987	sterno-mastoid pre-muscle mass	1	1
UBERON:0000426	extravillous trophoblast	1	1
UBERON:0008867	trabecular network of bone	1	1
UBERON:0004813	seminiferous tubule epithelium	1	1
UBERON:3010186	outer metatarsal tubercle	0	1
UBERON:0010575	manual digit 1 phalanx pre-cartilage condensation	1	1
UBERON:0035075	thymus subunit	1	1
UBERON:0013618	secondary molar tooth	1	1
UBERON:0009867	Hatschek's diverticulum	0	0
UBERON:3000344	orbitonasal foramen	0	1
UBERON:0003072	optic cup	1	1
UBERON:2001775	anal fin lepidotrichium 7	0	0
UBERON:3000446	posterior condyle	0	1
UBERON:0002212	macula of saccule of membranous labyrinth	1	1
UBERON:0011271	caudal-sacral region of vertebral column	0	1
UBERON:2001228	pharyngeal arch 3 skeleton	0	1
UBERON:0006286	radius cartilage element	1	1
UBERON:0011255	Eimer's organ	0	0
UBERON:0022360	male mammary gland duct	0	1
UBERON:0018338	medial cotyla	0	1
UBERON:0025588	histaminergic system	0	1
UBERON:0012138	pedal digit 8	0	1
UBERON:2000576	pterotic	0	1
UBERON:0003397	mesentery of duodenum	1	1
UBERON:0013598	accessory nucleus of optic tract	1	1
UBERON:0017653	intermaxillary salivary gland	0	0
UBERON:2001863	inter-hypobranchial 3 joint	0	1
UBERON:3000500	processus posterior of maxilla	0	1
UBERON:0035180	sigmoid artery	1	1
UBERON:0010702	digit mesenchyme	1	1
UBERON:0014799	acromiotrapezius muscle	0	1
UBERON:0012102	buccal salivary gland	1	1
UBERON:0000043	tendon	1	1
UBERON:0006571	trabecula carnea of left ventricle	1	1
UBERON:0000094	membrane organ	1	1
UBERON:0011146	silk gland	0	0
UBERON:0003482	vein of trabecular bone	0	1
UBERON:0002843	seventh cervical dorsal root ganglion	1	1
UBERON:0002065	posterior cardinal vein	1	1
UBERON:0004999	mucosa of biliary tree	1	1
UBERON:0009042	prostatic venous plexus	1	1
UBERON:2001725	caudal principal ray 13	0	0
UBERON:0009573	sulcus limitans of fourth ventricle	1	1
UBERON:3010754	ramus recurrens	0	1
UBERON:0012296	urethral crest	1	1
UBERON:0006971	antler	0	0
UBERON:5006052	digit 5 plus metapodial segment	1	1
UBERON:0001499	muscle of arm	1	1
UBERON:0034864	stratum radiatum of uncal CA2	1	1
UBERON:0002849	sixth thoracic dorsal root ganglion	1	1
UBERON:0002528	sacral lymph node	1	1
UBERON:0008275	carapace	0	0
UBERON:3010706	lateral line nucleus	0	0
UBERON:0004634	thoracic vertebra 10	1	1
UBERON:4300033	anterior dorsal fin basal cartilage	0	0
UBERON:0013508	thoracic vertebra pre-cartilage condensation	1	1
UBERON:0011370	transverse process of atlas	1	1
UBERON:0008877	epidermal-dermal junction	1	1
UBERON:0007158	lumen of anal canal	1	1
UBERON:0004108	clivus of occipital bone	1	1
UBERON:0009990	medial condyle of tibia	1	1
UBERON:0015016	stapes endochondral element	1	1
UBERON:0010739	distal carpal bone 5	0	1
UBERON:0010041	median ovary	0	1
UBERON:0004713	corpus cavernosum penis	1	1
UBERON:0004073	cerebellum interpositus nucleus	1	1
UBERON:0000081	metanephros	1	1
UBERON:0004261	lower leg blood vessel	1	1
UBERON:0003948	blood-air barrier	0	1
UBERON:0000942	frontal nerve (branch of ophthalmic)	1	1
UBERON:0000078	mixed ectoderm/mesoderm/endoderm-derived structure	1	1
UBERON:0011119	carpometacarpal joint	1	1
UBERON:3010813	vent glands	0	1
UBERON:0008895	splanchnocranium	1	1
UBERON:4200175	supraglenoid region	0	1
UBERON:0000115	lung epithelium	1	1
UBERON:0004561	proper palmar digital vein	1	1
UBERON:0016567	statoconial membrane	1	1
UBERON:0018408	infra-orbital nerve	1	1
UBERON:3010690	fetal tooth	0	1
UBERON:0009957	ciliated pit	0	0
UBERON:2001799	recessus lateralis	0	1
UBERON:0002585	central tegmental tract of midbrain	1	1
UBERON:0011244	perpendicular plate of ethmoid	1	1
UBERON:0002438	ventral tegmental nucleus	1	1
UBERON:2001888	supraneural 1 bone	0	1
UBERON:0006428	basisphenoid bone	0	1
UBERON:0007194	vesicular gland	0	1
UBERON:0010878	humeral patagium	0	0
UBERON:0001153	caecum	1	1
UBERON:0022298	lower eyelid nerve	1	1
UBERON:0001728	nasopharynx	1	1
UBERON:0004101	nasolabial region	0	1
UBERON:0001969	blood plasma	1	1
UBERON:0002279	vestibular aqueduct	1	1
UBERON:2001403	supraethmoid	0	1
UBERON:0001761	future foramen cecum	1	1
UBERON:0004429	proximal epiphysis of third metatarsal bone	1	1
UBERON:0014908	cerebellopontine angle	1	1
UBERON:3000634	vomerine canal	0	1
UBERON:0011918	line of Schwalbe	1	1
UBERON:0019314	epifascicular nucleus	1	1
UBERON:1500000	scapular blade	0	1
UBERON:0013711	posterior inferior iliac spine	1	1
UBERON:0004417	proximal epiphysis of phalanx of manual digit 1	1	1
UBERON:0006574	pectinate line	1	1
UBERON:3010437	post-anal gut	0	1
UBERON:0009480	endoderm of buccopharyngeal membrane	1	1
UBERON:0002241	chondrocranium	1	1
UBERON:0001399	deep brachial artery	1	1
UBERON:0004420	proximal epiphysis of phalanx of manual digit 4	1	1
UBERON:0004077	cerebellum vermis lobule IV	1	1
UBERON:0002771	middle temporal gyrus	1	1
UBERON:0003539	left lung bronchiole	1	1
UBERON:0004804	oviduct epithelium	1	1
UBERON:0006170	mesonephric capsule	0	1
UBERON:0013110	hydrophid venom	0	0
UBERON:0014396	interscapular fat pad	0	1
UBERON:0018231	labyrinthine artery	1	1
UBERON:0012378	muscle layer of urinary bladder	1	1
UBERON:0010246	choroidal guanine tapetum	0	0
UBERON:0004621	lumbar vertebra 5	1	1
UBERON:0001665	triceps surae	1	1
UBERON:0007287	presumptive bulbus arteriosus	0	1
UBERON:2001695	mediopharyngobranchial	0	1
UBERON:0004809	salivary gland epithelium	1	1
UBERON:0005096	descending thin limb	1	1
UBERON:0034983	ischial tuberosity	1	1
UBERON:2001992	branched anal fin ray	0	0
UBERON:0006655	septum of scrotum	1	1
UBERON:0001514	descending aorta	1	1
UBERON:4300144	profundus foramen	0	1
UBERON:0007125	pharyngeal pouch 4	1	1
UBERON:0005479	superior mesenteric ganglion	1	1
UBERON:0034884	juxtaglomerular arteriole	0	1
UBERON:0006595	presumptive endoderm	0	1
UBERON:2205225	median fin radial cartilage	0	0
UBERON:0015078	proximal carpal endochondral element	1	1
UBERON:0001493	axillary nerve	1	1
UBERON:0005089	sweat gland placode	1	1
UBERON:0010912	subdivision of skeleton	1	1
UBERON:0003055	periderm	1	1
UBERON:0009645	ampullary gland	0	0
UBERON:0006653	glans clitoris	1	1
UBERON:0006242	gall bladder primordium	1	1
UBERON:0003955	molar crown	1	1
UBERON:0005612	intercostal artery	1	1
UBERON:0007692	nucleus of thalamus	1	1
UBERON:0004628	thoracic vertebra 3	1	1
UBERON:0009919	ureter smooth muscle	1	1
UBERON:2007035	spinal cord neural rod	0	1
UBERON:0011772	lower jaw opening	0	1
UBERON:2001859	pharyngobranchial 1 tooth plate	0	1
UBERON:0014557	CA1 stratum lacunosum moleculare	1	1
UBERON:0006537	female reproductive system fluid/secretion	0	1
UBERON:0006867	anal part of perineum	1	1
UBERON:2002103	ceratobranchial series	0	1
UBERON:0011346	palatine raphe	1	1
UBERON:0001049	neural tube	1	1
UBERON:0006533	rectus extraocular muscle	1	1
UBERON:0012426	short microvillus layer	1	1
UBERON:0007186	pericardial visceral mesothelium	1	1
UBERON:0006931	stomach glandular region mucosa	1	1
UBERON:2000726	somite 14	0	1
UBERON:0003697	abdominal wall	1	1
UBERON:0008978	anal sac	0	1
UBERON:0003930	atrioventricular canal endocardium	0	1
UBERON:0003714	neural tissue	1	1
UBERON:2002207	medial motor nucleus of vagal nerve	0	1
UBERON:0002298	brainstem	1	1
UBERON:2001535	median fin cartilage	0	0
UBERON:2000422	retroarticular	0	1
UBERON:0002812	left cerebral hemisphere	1	1
UBERON:0034833	stratum lacunosum-moleculare of rostral CA2	1	1
UBERON:0004488	musculature of pes	1	1
UBERON:0004870	superficial cervical lymph node	1	1
UBERON:0010557	pedal digit 1 metatarsal cartilage element	1	1
UBERON:3000450	posterior mental process	0	1
UBERON:0007997	sesamoid bone of manus	1	1
UBERON:0005255	pedal digit mesenchyme	1	1
UBERON:0034891	insular cortex	1	1
UBERON:0011802	feather bud	0	0
UBERON:0009898	left auditory cortex	1	1
UBERON:0011931	nasal hair	1	1
UBERON:0005065	right ventricular compact myocardium	0	1
UBERON:0004141	heart tube	1	1
UBERON:0003331	submucosa of colon	1	1
UBERON:0018680	greater splanchnic nerve	1	1
UBERON:0009580	diencephalon mantle layer	1	1
UBERON:5101463	manual digit 1 digitopodial skeleton	1	1
UBERON:0003700	temporomandibular joint	1	1
UBERON:0008783	dorsal venous arch	1	1
UBERON:0010852	fibula pre-cartilage condensation	1	1
UBERON:0034745	radiation of thalamus	1	1
UBERON:2005320	dorsal longitudinal lymphatic vessel	0	1
UBERON:0035011	central gray substance	1	1
UBERON:0001689	malleus bone	1	1
UBERON:2001229	pharyngeal arch 7 skeleton	0	1
UBERON:0004237	blood vessel smooth muscle	1	1
UBERON:2000492	coracoradialis	0	1
UBERON:0010693	pedal digit 1 epithelium	1	1
UBERON:2000744	epaxial region somite 22	0	1
UBERON:0001165	pyloric antrum	1	1
UBERON:0002540	lateral line system	1	0
UBERON:0004436	proximal epiphysis of middle phalanx of manual digit 2	1	1
UBERON:0003988	thymus corticomedullary boundary	0	1
UBERON:0005665	3rd arch endoderm	1	1
UBERON:0004683	parasubiculum	1	1
UBERON:0022276	splenic flexure of colon	1	1
UBERON:4300116	dorsal fin soft ray	0	0
UBERON:0015063	autopod endochondral element	1	1
UBERON:2000300	ventral hypohyal bone	0	1
UBERON:0016641	subparafascicular nucleus	1	1
UBERON:0003909	sinusoid	1	1
UBERON:0006671	orbital fat pad	1	1
UBERON:0022316	primary motor cortex layer 6	0	1
UBERON:0011374	prepuce	1	1
UBERON:0001871	temporal lobe	1	1
UBERON:0016919	lower vermilion	1	1
UBERON:0001968	semen	1	1
UBERON:0007266	intervertebral disk of atlas	0	1
UBERON:0034749	retrolenticular part of internal capsule	1	1
UBERON:0003034	central dorsal nucleus of thalamus	1	1
UBERON:2000429	scaphium	0	1
UBERON:0014757	hyperpallium apicale	0	0
UBERON:0005094	beak	0	0
UBERON:2001589	propterygium cartilage	0	0
UBERON:0003956	aqueous drainage system	1	1
UBERON:0002801	stratum zonale of thalamus	1	1
UBERON:0018237	dorsal column-medial lemniscus pathway	1	1
UBERON:0007295	presumptive rhombomere 8	1	1
UBERON:0012198	intercostal space	1	1
UBERON:0003841	autopod joint	1	1
UBERON:2002011	lateral fontanel of frontal	0	1
UBERON:4000176	anal fin lepidotrichium	0	0
UBERON:3010084	M. tibialis posticus	0	1
UBERON:0015857	parotid lymph node	1	1
UBERON:0012470	wheel papilla	0	0
UBERON:0017635	paired venous dural sinus	1	1
UBERON:2001404	preethmoid bone	0	1
UBERON:0005448	greater omentum	1	1
UBERON:0018100	distal mesopodial cartilage element	1	1
UBERON:0007842	membrane bone	1	1
UBERON:0013591	postsylvian sulcus	0	1
UBERON:0009063	interclavicular air sac	0	0
UBERON:0003995	subarcuate fossa	1	1
UBERON:0011678	hindlimb intermedium	0	1
UBERON:3000832	anterior lamina recurvata	0	0
UBERON:2001243	epibranchial 1 bone	0	1
UBERON:0011202	urachus epithelium	1	1
UBERON:0013162	right lateral ventricle	1	1
UBERON:2000363	hypobranchial bone	0	1
UBERON:0003028	commissure of inferior colliculus	1	1
UBERON:0010228	ruminal fluid	0	0
UBERON:0006052	digit 5	1	1
UBERON:2001684	ossified transcapular ligament	0	1
UBERON:4300083	propterygium element	0	0
UBERON:1600006	paired fin radial element	0	0
UBERON:0034935	pars plicata of ciliary body	1	1
UBERON:0001018	axon tract	1	1
UBERON:0004291	heart rudiment	1	1
UBERON:0006215	rhombic lip	1	1
UBERON:0007809	fascia of Camper	1	1
UBERON:0034986	sacral nerve plexus	1	1
UBERON:0005027	mucosa of frontal sinus	1	1
UBERON:0001714	cranial ganglion	1	1
UBERON:0015202	lymph heart	0	0
UBERON:0002161	gracile nucleus	1	1
UBERON:0008800	parietal endoderm	0	1
UBERON:0018687	glial limiting membrane	0	1
UBERON:0010908	paraglossale	0	0
UBERON:2001316	anterior lateral line placode	0	0
UBERON:0010357	secondary ossification center	1	1
UBERON:0018568	lower central secondary incisor tooth	1	1
UBERON:0005476	spinal nerve trunk	1	1
UBERON:4200237	posterior coronoid bone	0	1
UBERON:0001889	trunk of phrenic nerve	1	1
UBERON:0002187	terminal bronchiole	1	1
UBERON:0019206	tongue papilla epithelium	0	1
UBERON:0001492	radial nerve	1	1
UBERON:0008444	webbed manual digit	0	1
UBERON:0005020	mucosa of tongue	1	1
UBERON:0005662	4th arch ectoderm	1	1
UBERON:0015101	distal tarsal bone pre-cartilage condensation	0	1
UBERON:0001930	paraventricular nucleus of hypothalamus	1	1
UBERON:0001797	vitreous humor	1	1
UBERON:0002493	uterine artery	1	1
UBERON:0003932	cartilage element of chondrocranium	1	1
UBERON:0001353	anal region	1	1
UBERON:2001166	supraneural 9 bone	0	1
UBERON:0001037	strand of hair	1	1
UBERON:0035270	roof of nasopharynx	1	1
UBERON:0009955	neurogenic placode	1	1
UBERON:0019289	accessory olfactory bulb external plexiform layer	0	1
UBERON:0001924	paracentral nucleus	1	1
UBERON:0000470	cell part	1	1
UBERON:0007299	choroid plexus of tectal ventricle	0	1
UBERON:0000993	oviduct	1	1
UBERON:0003442	hindlimb nerve	1	1
UBERON:0013771	line connecting laterally paired nipples	0	1
UBERON:5112260	alular digit digitopodial skeleton	0	0
UBERON:0006968	keratin sheath of horn	0	0
UBERON:2002033	prootic-pterosphenoid joint	0	1
UBERON:0004428	proximal epiphysis of second metatarsal bone	1	1
UBERON:0014720	interlobar duct	0	1
UBERON:2001922	inter-frontal joint	0	1
UBERON:3000115	crista lateralis of premaxilla	0	1
UBERON:0014698	lacrimal caruncle	1	1
UBERON:0017670	bony part of cervical vertebral arch	1	1
UBERON:0035085	anatomical plane	1	1
UBERON:0005347	copula pyramidis	0	0
UBERON:0005845	caudal segment of spinal cord	1	1
UBERON:0007300	pectoral appendage blood vessel	1	1
UBERON:0015093	distal carpal bone 4 endochondral element	1	1
UBERON:2005074	central cardiac conduction system	0	1
UBERON:0002345	descending thoracic aorta	1	1
UBERON:2007026	forebrain neural keel	0	1
UBERON:0004274	lateral ventricle choroid plexus epithelium	1	1
UBERON:0006972	nephridium	0	1
UBERON:3000856	intercalary element of fore digit	0	1
UBERON:0010235	uvular muscle	1	1
UBERON:0002623	cerebral peduncle	1	1
UBERON:0002991	supramammillary commissure	1	1
UBERON:3010784	m. oblique internus	0	1
UBERON:0004289	radula	0	0
UBERON:0005411	bony otic capsule	0	1
UBERON:0005564	gonad primordium	1	1
UBERON:0028429	Ongur, Price, and Ferry (2003) area 13l	0	1
UBERON:3010125	musculus levator bulbi	0	1
UBERON:0011618	basihyal bone	0	1
UBERON:0013237	genital papilla of vulva	0	1
UBERON:0018393	low-pressure baroreceptor	0	1
UBERON:0010437	zygomaticus muscle	1	1
UBERON:0015162	superior branch of oculomotor nerve	1	1
UBERON:0001788	outer limiting layer of retina	1	1
UBERON:0014458	female bulbospongiosus muscle	0	1
UBERON:0015433	blood vessel external elastic membrane	1	1
UBERON:0018396	pulmonary baroreceptor	0	1
UBERON:2001708	dermosphenotic	0	1
UBERON:0002316	white matter	1	1
UBERON:0007149	inferior thyroid artery	1	1
UBERON:0004265	outflow tract myocardium	1	1
UBERON:4200132	tuber	0	1
UBERON:0008902	lateral recess of third vetricle	0	1
UBERON:0012319	posterior ethmoidal artery	1	1
UBERON:0011907	gastrocnemius medialis	1	1
UBERON:0005038	mucosa of segmental bronchus	1	1
UBERON:0007617	synovial cavity of joint	1	1
UBERON:2001037	sclerotome somite 13	0	1
UBERON:0001112	latissimus dorsi muscle	1	1
UBERON:0004171	trigeminothalamic tract	1	1
UBERON:2105381	dorsal fin proximal radial element 4	0	0
UBERON:0017099	retractor lateralis anterior muscle	0	0
UBERON:0000173	amniotic fluid	0	1
UBERON:0016514	cavity of left ventricle	1	1
UBERON:0011142	axial ossicle	0	1
UBERON:2001043	sclerotome somite 27	0	1
UBERON:0002806	left occipital lobe	1	1
UBERON:0007389	paired limb/fin cartilage	1	1
UBERON:0034693	cremasteric artery	1	1
UBERON:0003620	manual digit 1 phalanx	1	1
UBERON:5001466	pedal digit plus metapodial segment	1	1
UBERON:0017272	lower primary premolar tooth	0	1
UBERON:0001363	great saphenous vein	1	1
UBERON:0001433	distal carpal bone 4	1	1
UBERON:0010225	thalamic complex	1	1
UBERON:0003398	mesentery of jejunum	1	1
UBERON:0017750	proximal mesopodial endochondral element	1	1
UBERON:0018274	postcingulum of deciduous premolar 5	0	1
UBERON:0002497	acromion	1	1
UBERON:2001990	epibranchial arborescent organ	0	1
UBERON:0013226	accessory lacrimal gland	1	1
UBERON:0015021	forelimb endochondral element	1	1
UBERON:2000175	posterior lateral line nerve	0	0
UBERON:0034905	gland lumen	0	1
UBERON:0014528	extreme capsule	1	1
UBERON:0035120	fauces	1	1
UBERON:3010014	inguinal glands	0	1
UBERON:4000138	ligamentous replacement element	0	1
UBERON:0002912	marginal sulcus	1	1
UBERON:0013599	dorsal accessory nucleus of optic tract	1	1
UBERON:0035561	styliform element	0	1
UBERON:0002374	metacarpal bone	1	1
UBERON:0005157	epithelial fold	1	1
UBERON:0008780	inner cell mass derived epiblast	1	1
UBERON:2001546	neural spine 4	0	1
UBERON:0014862	trochophore stage	0	0
UBERON:4000028	integumentary papilla	0	1
UBERON:0004431	proximal epiphysis of fifth metatarsal bone	1	1
UBERON:0004738	metanephric juxtaglomerular apparatus	0	1
UBERON:0006807	ectepicondyle of humerus	1	1
UBERON:3010060	centrale (fore)	0	1
UBERON:0002024	internal carotid nerve plexus	1	1
UBERON:0031906	lumbar spinal cord lateral horn	0	1
UBERON:0003538	right lung bronchiole	1	1
UBERON:0018265	anterior root of zygomatic arch	0	1
UBERON:0015114	distal tarsal bone 5 endochondral element	0	1
UBERON:2000802	myotome somite 15	0	1
UBERON:0009010	periurethral tissue	0	1
UBERON:2001737	coracoid foramen	0	0
UBERON:0011017	semispinalis muscle	1	1
UBERON:0004655	zygomatic process of temporal bone	1	1
UBERON:0006645	adventitia of epididymis	1	1
UBERON:0005671	greater sac mesothelium	0	1
UBERON:0004015	embryonic-extraembryonic boundary	0	1
UBERON:0016876	digit 6 digitopodial skeleton	0	1
UBERON:3000753	pars glenoidalis of scapula	0	1
UBERON:2000772	hypaxial region somite 25	0	1
UBERON:0005366	olfactory lobe	1	1
UBERON:0010333	extraembryonic membrane mesenchyme	1	1
UBERON:0000315	subarachnoid space	1	1
UBERON:0004068	medial nasal prominence	1	1
UBERON:2001697	transverse radial	0	1
UBERON:0013679	inner canthus of right eye	1	1
UBERON:0015476	nose skin	1	1
UBERON:0000456	bodily secretion	1	1
UBERON:0004763	endochondral bone tissue	0	1
UBERON:0013397	stratum argenteum of choroid	0	1
UBERON:0005372	hippocampus stratum radiatum	1	1
UBERON:2000276	rostrolateral thalamic nucleus of Butler & Saidel	0	1
UBERON:0011345	pharyngeal raphe	1	1
UBERON:0001535	vertebral artery	1	1
UBERON:3000936	zonal element	0	1
UBERON:0008712	stylohyoid muscle	1	1
UBERON:0010879	tusk	0	1
UBERON:0007804	sclerotic ring	0	0
UBERON:0005229	lower leg epithelium	1	1
UBERON:0012468	anal tooth	0	0
UBERON:0008917	ampullary organ	0	0
UBERON:0013692	inframammary fold	1	1
UBERON:4200170	process 3	0	1
UBERON:0001767	posterior chamber of eyeball	1	1
UBERON:0011615	basihyal cartilage	0	1
UBERON:0002225	costal arch	1	1
UBERON:0006714	tibiofibula	0	1
UBERON:0006310	vitelline venous plexus	1	1
UBERON:0005631	extraembryonic membrane	1	1
UBERON:0000174	excreta	1	1
UBERON:0014375	intrinsic muscle of manus	1	1
UBERON:3010224	vertebral	0	1
UBERON:0003720	anterior cranial fossa	1	1
UBERON:0004934	submucosa of body of stomach	1	1
UBERON:4000030	oropharyngeal papilla	0	1
UBERON:0019042	reproductive system mucosa	1	1
UBERON:0034922	cell cluster	1	1
UBERON:0006241	future spinal cord	1	1
UBERON:0035562	intermediate pretectal nucleus	0	1
UBERON:0000311	extensor muscle	1	1
UBERON:0004453	metacarpus region	1	1
UBERON:0019203	superior gemellus muscle	1	1
UBERON:4200032	clavicle blade	0	1
UBERON:0014884	distal epiphysis of distal phalanx of manual digit 4	1	1
UBERON:2000239	mesocoracoid bone	0	1
UBERON:0005882	neural tube alar plate	1	1
UBERON:0001333	male urethra	1	1
UBERON:0010338	1st arch maxillary mesenchyme from head mesenchyme	1	1
UBERON:0018143	transverse process of cervical vertebra	1	1
UBERON:0011371	sternocephalicus muscle	0	1
UBERON:0005661	3rd arch ectoderm	1	1
UBERON:0006693	protein-based cuticle	0	1
UBERON:3000644	processus lingularis of nasal skeleton	0	1
UBERON:0002753	posterior spinocerebellar tract	1	1
UBERON:2000810	myotome somite 7	0	1
UBERON:3010039	protandrous hermaphroditic organism	0	1
UBERON:0010544	metacarpus skeleton	1	1
UBERON:0022534	pericalcarine cortex	0	1
UBERON:0015246	septal organ of Masera	0	0
UBERON:0010753	lymph node secondary follicle	0	1
UBERON:0009977	natal tooth	0	1
UBERON:0035267	neck of gallbladder	1	1
UBERON:2000495	infraorbital 5	0	1
UBERON:0011273	nail of manual digit 1	1	1
UBERON:0028436	Ongur, Price, and Ferry (2003) area 9	0	1
UBERON:0003464	hindlimb bone	1	1
UBERON:0003298	roof plate of neural tube	1	1
UBERON:3000752	pars acromialis	0	1
UBERON:0006011	hyaloid vein	1	1
UBERON:0006330	anterior lingual gland	1	1
UBERON:0015850	upper left incisor tusk	0	1
UBERON:2000233	lower oral valve	0	1
UBERON:0001941	lateral habenular nucleus	1	1
UBERON:0013068	palatine torus	1	1
UBERON:0004794	esophagus secretion	1	1
UBERON:0004917	urethral sphincter	1	1
UBERON:0006768	epiphyseal line	1	1
UBERON:0035088	vertebral fracture plane	0	1
UBERON:0003861	neural arch	1	1
UBERON:2001192	supraneural 3 bone	0	1
UBERON:0000471	compound organ component	1	1
UBERON:0014864	caterpillar stage	0	0
UBERON:0008341	columella nasi	1	1
UBERON:0005169	interstitial tissue	1	1
UBERON:2001966	epibranchial 5 element	0	1
UBERON:0022361	lung field	0	1
UBERON:0002337	endometrial stroma	1	1
UBERON:0003162	lateral ocellus	0	0
UBERON:2005226	median fin proximal radial bone	0	0
UBERON:0002892	medial amygdaloid nucleus	1	1
UBERON:0007679	intersomitic vein	0	1
UBERON:0011201	muscle layer of small intestine	1	1
